GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookkeeperProtocol.GetBookieInfoRequest.Builder,227,0,16,0,67,0,34,0,26,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookkeeperProtocol.WriteLacResponse,511,0,70,0,134,0,73,0,37,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookkeeperProtocol.ReadResponse.new AbstractParser() {...},0,10,0,0,0,2,0,2,0,2
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,AuthHandler.ClientSideHandler.AuthRequestCallback,43,16,2,0,12,5,2,1,1,1
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,LongPollReadEntryProcessorV3.new TimerTask() {...},16,0,0,0,3,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookieNettyServer.BookieSideConnectionPeerContextHandler.new BookieConnectionPeer() {...},101,9,14,0,31,1,13,1,6,1
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,ReadEntryProcessor.new Recycler() {...},9,0,0,0,2,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookkeeperProtocol.OperationType.new Internal.EnumLiteMap() {...},3,3,0,0,1,1,1,1,1,1
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookkeeperProtocol.AddResponse.Builder,272,130,31,7,72,39,45,8,26,8
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookkeeperProtocol.OperationType,47,129,10,2,15,20,14,6,5,5
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,AuthHandler.ClientSideHandler,173,122,27,10,36,33,21,7,3,6
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,DataFormats.LedgerMetadataFormat.DigestType,22,63,4,1,7,14,6,7,3,7
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookkeeperProtocol.GetBookieInfoRequest.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookkeeperProtocol.AddRequest.Flag.new Internal.EnumLiteMap() {...},6,0,0,0,2,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookieProtoEncoding.RequestEncoder,25,29,3,1,4,7,2,2,0,2
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,WriteEntryProcessor.new Recycler() {...},9,0,0,0,2,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,DataFormats.LedgerMetadataFormat.new AbstractParser() {...},7,3,0,0,1,1,1,1,1,1
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,PerChannelBookieClient.WriteLacCompletion.new BookkeeperInternalCallbacks.WriteLacCallback() {...},34,0,0,0,5,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,PerChannelBookieClient.StartTLSCompletion,82,0,4,0,21,0,6,0,4,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BKStats.OpStats,247,22,24,0,43,7,17,1,5,1
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,PerChannelBookieClient.ReadCompletion.new BookkeeperInternalCallbacks.ReadEntryCallback() {...},0,35,0,0,0,5,0,2,0,2
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookkeeperProtocol.WriteLacResponse.Builder,327,0,30,0,92,0,45,0,30,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookkeeperProtocol.AddRequest,474,336,99,32,109,87,86,25,25,18
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookieNettyServer.CleanupChannelGroup,39,29,9,1,7,8,7,3,2,3
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,WriteEntryProcessor,226,0,14,0,55,0,15,0,8,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,DataFormats.LedgerMetadataFormat.DigestType.new Internal.EnumLiteMap() {...},3,3,0,0,1,1,1,1,1,1
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,PerChannelBookieClient.ConnectionFutureListener,150,95,20,6,27,17,12,3,0,2
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookieProtocol.Request,88,0,8,0,18,0,16,0,12,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,PerChannelBookieClient.CompletionKey,16,13,4,0,6,5,3,2,1,2
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,LongPollReadEntryProcessorV3,435,0,42,0,94,0,31,0,10,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,DataFormats.LedgerMetadataFormat.Segment.Builder,291,120,25,7,82,35,44,8,29,7
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookkeeperProtocol.StartTLSRequest.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookieProtoEncoding.RequestEnDecoderV3,0,21,0,0,0,6,0,3,0,3
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookkeeperProtocol.AddRequest.Flag,72,0,4,0,19,0,12,0,10,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookieNettyServer.new ChannelInitializer() {...},9,112,2,2,1,15,2,2,0,2
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookieNettyServer.new ChannelInitializer() {...},116,0,4,0,15,0,4,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookieProtoEncoding.RequestEnDeCoderPreV3,282,13,26,0,70,6,17,2,3,2
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,DataFormats.CookieFormat.new AbstractParser() {...},7,3,0,0,1,1,1,1,1,1
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,DataFormats.new Descriptors.FileDescriptor.InternalDescriptorAssigner() {...},0,8,0,0,0,3,0,2,0,2
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BKStats,51,31,4,2,10,8,6,4,4,3
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookieClient.Counter,33,0,2,0,10,0,5,0,4,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,PerChannelBookieClient.ConnectionState,0,54,0,0,0,2,0,1,0,1
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookieNettyServer.BookieSideConnectionPeerContextHandler,0,24,0,0,0,7,0,3,0,3
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BKStats.OpStatData,45,0,2,0,14,0,8,0,7,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookkeeperProtocol.StartTLSResponse,287,0,24,0,87,0,45,0,33,0
Apache BookKeeper :: Server,org.apache.bookkeeper.client,BookKeeperAdmin.new BookkeeperInternalCallbacks.Processor() {...},26,0,0,0,3,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.client,BookKeeperAdmin.new AsyncCallback.VoidCallback() {...},19,0,0,0,3,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.client,BookKeeperAdmin.new AsyncCallback.RecoverCallback() {...},35,0,0,0,9,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.client,BookKeeperAdmin.new BookkeeperInternalCallbacks.Processor() {...},28,0,0,0,3,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.client,BookKeeperAdmin.new BookkeeperInternalCallbacks.GenericCallback() {...},41,0,0,0,9,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.client,LedgerFragmentReplicator.UpdateEnsembleCb.new OrderedSafeExecutor.OrderedSafeGenericCallback() {...},63,0,2,0,10,0,4,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.client,BKException.BKClientClosedException,4,0,0,0,2,0,1,0,1,0
Apache BookKeeper :: Server,org.apache.bookkeeper.client,ReadLastConfirmedAndEntryOp,584,0,44,0,102,0,33,0,11,0
Apache BookKeeper :: Server,org.apache.bookkeeper.client,LedgerFragmentReplicator,395,0,26,0,87,0,22,0,9,0
Apache BookKeeper :: Server,org.apache.bookkeeper.client,BookKeeperAdmin.new AsyncCallback.OpenCallback() {...},390,0,40,0,79,0,22,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.client,BookKeeperAdmin.new Iterable() {...},14,0,0,0,2,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.client,SyncCallbackUtils.SyncReadLastConfirmedCallback,22,0,0,0,8,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.client,LedgerFragment,331,0,34,0,68,0,33,0,16,0
Apache BookKeeper :: Server,org.apache.bookkeeper.client,SyncCallbackUtils.SyncCreateCallback,0,12,0,0,0,5,0,2,0,2
Apache BookKeeper :: Server,org.apache.bookkeeper.client,BookKeeperAdmin.SyncObject,9,0,0,0,4,0,1,0,1,0
Apache BookKeeper :: Server,org.apache.bookkeeper.client,LedgerHandle.EnsembleInfo,36,0,0,0,10,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.client,ReadOnlyLedgerHandle,235,0,14,0,53,0,18,0,11,0
Apache BookKeeper :: Server,org.apache.bookkeeper.client,SyncCallbackUtils.LastAddConfirmedCallback,26,0,4,0,7,0,5,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.client,ExplicitLacFlushPolicy.ExplicitLacFlushPolicyImpl.new SafeRunnable() {...},106,0,10,0,17,0,8,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.client,ExplicitLacFlushPolicy.ExplicitLacFlushPolicyImpl.new SafeRunnable() {...},24,0,0,0,4,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.client,LedgerHandle.11.new OrderedSafeExecutor.OrderedSafeGenericCallback() {...},49,0,2,0,7,0,4,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.client,BKException.BKUnauthorizedAccessException,4,0,0,0,2,0,1,0,1,0
Apache BookKeeper :: Server,org.apache.bookkeeper.client,BKException.BKLedgerRecoveryException,4,0,0,0,2,0,1,0,1,0
Apache BookKeeper :: Server,org.apache.bookkeeper.client,BookKeeperAdmin.6.new AsyncCallback.OpenCallback() {...},64,0,2,0,9,0,4,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.client,BookKeeperAdmin.6.new AsyncCallback.VoidCallback() {...},53,0,2,0,12,0,3,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.client,BKException.BKQuorumException,4,0,0,0,2,0,1,0,1,0
Apache BookKeeper :: Server,org.apache.bookkeeper.client,SyncCounter,71,0,4,0,26,0,13,0,11,0
Apache BookKeeper :: Server,org.apache.bookkeeper.client,PendingAddOp.new Recycler() {...},0,9,0,0,0,2,0,2,0,2
Apache BookKeeper :: Server,org.apache.bookkeeper.client,PendingAddOp.new SafeRunnable() {...},37,0,2,0,6,0,4,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.client,UpdateLedgerOp.ReadLedgerMetadataCb.new BookkeeperInternalCallbacks.GenericCallback() {...},31,0,2,0,7,0,3,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.client,LedgerHandle,1303,567,105,33,296,123,102,33,40,26
Apache BookKeeper :: Server,org.apache.bookkeeper.client,RackawareEnsemblePlacementPolicy,160,58,14,4,33,17,16,6,7,6
Apache BookKeeper :: Server,org.apache.bookkeeper.client,RoundRobinDistributionSchedule.WriteSetImpl.new Recycler() {...},0,9,0,0,0,2,0,2,0,2
Apache BookKeeper :: Server,org.apache.bookkeeper.client,BKException.BKLedgerClosedException,4,0,0,0,2,0,1,0,1,0
Apache BookKeeper :: Server,org.apache.bookkeeper.client,BKException.BKTimeoutException,4,0,0,0,2,0,1,0,1,0
Apache BookKeeper :: Server,org.apache.bookkeeper.client,RoundRobinDistributionSchedule.AckSetImpl,105,78,12,4,20,21,11,8,5,6
Apache BookKeeper :: Server,org.apache.bookkeeper.client,TopologyAwareEnsemblePlacementPolicy.RRTopologyAwareCoverageEnsemble.RackOrRegionDurabilityCoverageSet,323,0,36,0,60,0,23,0,5,0
Apache BookKeeper :: Server,org.apache.bookkeeper.client,SyncCallbackUtils.SyncOpenCallback,12,0,0,0,5,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.client,BookKeeper.Builder,93,0,0,0,29,0,11,0,11,0
Apache BookKeeper :: Server,org.apache.bookkeeper.client,BookieInfoReader.BookieInfoMap,51,13,2,0,13,3,8,1,7,1
Apache BookKeeper :: Server,org.apache.bookkeeper.client,BKException.BKDigestNotInitializedException,4,0,0,0,2,0,1,0,1,0
Apache BookKeeper :: Server,org.apache.bookkeeper.client,BookieInfoReader.InstanceState,45,9,6,0,16,3,8,1,5,1
Apache BookKeeper :: Server,org.apache.bookkeeper.client,LedgerHandleAdv,222,0,12,0,54,0,17,0,11,0
Apache BookKeeper :: Server,org.apache.bookkeeper.client,PendingReadOp.LedgerEntryRequest,185,95,24,2,33,20,18,4,5,4
Apache BookKeeper :: Server,org.apache.bookkeeper.client,BKException.BKNotEnoughBookiesException,4,0,0,0,2,0,1,0,1,0
Apache BookKeeper :: Server,org.apache.bookkeeper.client,LedgerFragmentReplicator.UpdateEnsembleCb,99,0,4,0,18,0,4,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.client,DigestManager.RecoveryData,9,0,0,0,4,0,1,0,1,0
Apache BookKeeper :: Server,org.apache.bookkeeper.client,LedgerHandleAdv.PendingOpsComparator,9,0,0,0,2,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.client,BookieInfoReader.new BookkeeperInternalCallbacks.GetBookieInfoCallback() {...},80,0,8,0,18,0,7,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.client,SyncCallbackUtils.SyncDeleteCallback,12,0,0,0,5,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.client,BookieInfoReader.new BookkeeperInternalCallbacks.GetBookieInfoCallback() {...},60,0,8,0,11,0,6,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.client,TopologyAwareEnsemblePlacementPolicy.RRTopologyAwareCoverageEnsemble.RackQuorumCoverageSet,54,30,8,0,9,6,6,2,2,2
Apache BookKeeper :: Server,org.apache.bookkeeper.client,UpdateLedgerOp.ReadLedgerMetadataCb,101,0,10,0,28,0,8,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.client,BookieInfoReader.new Runnable() {...},66,0,4,0,16,0,4,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.client,BookieInfoReader.BookieInfo,38,0,0,0,10,0,6,0,6,0
Apache BookKeeper :: Server,org.apache.bookkeeper.client,ExplicitLacFlushPolicy.new ExplicitLacFlushPolicy() {...},0,5,0,0,0,3,0,3,0,3
Apache BookKeeper :: Server,org.apache.bookkeeper.client,RackawareEnsemblePlacementPolicyImpl.DefaultResolver,49,0,2,0,14,0,6,0,5,0
Apache BookKeeper :: Server,org.apache.bookkeeper.client,TopologyAwareEnsemblePlacementPolicy.BookieNode,2,38,1,1,1,9,1,5,0,5
Apache BookKeeper :: Server,org.apache.bookkeeper.client,LedgerChecker.new BookkeeperInternalCallbacks.GenericCallback() {...},32,0,2,0,5,0,3,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.client,ExplicitLacFlushPolicy,0,5,0,0,0,1,0,1,0,1
Apache BookKeeper :: Server,org.apache.bookkeeper.client,LedgerDeleteOp.DeleteBuilderImpl,86,0,8,0,25,0,9,0,5,0
Apache BookKeeper :: Server,org.apache.bookkeeper.client,PendingReadOp.ReadContext,0,22,0,0,0,9,0,3,0,3
Apache BookKeeper :: Server,org.apache.bookkeeper.client,LedgerHandle.ReReadLedgerMetadataCb,476,0,36,0,68,0,24,0,6,0
Apache BookKeeper :: Server,org.apache.bookkeeper.client,BKException.BKProtocolVersionException,4,0,0,0,2,0,1,0,1,0
Apache BookKeeper :: Server,org.apache.bookkeeper.client,TopologyAwareEnsemblePlacementPolicy.TruePredicate,2,8,0,0,1,2,1,2,1,2
Apache BookKeeper :: Server,org.apache.bookkeeper.client,PendingReadOp.LedgerEntryRequest.new Callable() {...},37,13,5,1,3,3,3,2,0,2
Apache BookKeeper :: Server,org.apache.bookkeeper.client,BKException.BKDigestMatchException,4,0,0,0,2,0,1,0,1,0
Apache BookKeeper :: Server,org.apache.bookkeeper.client,ReadLastConfirmedAndEntryOp.SequenceReadRequest,236,0,22,0,52,0,20,0,9,0
Apache BookKeeper :: Server,org.apache.bookkeeper.client,ReadOnlyLedgerHandle.MetadataUpdater,72,0,4,0,15,0,5,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.client,LedgerFragmentReplicator.new BookkeeperInternalCallbacks.WriteCallback() {...},113,0,12,0,16,0,8,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.client,LedgerFragmentReplicator.new AsyncCallback.ReadCallback() {...},112,0,4,0,22,0,4,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.client,LedgerCreateOp,106,145,8,6,25,39,8,6,1,6
Apache BookKeeper :: Server,org.apache.bookkeeper.client,LedgerFragmentReplicator.new AsyncCallback.VoidCallback() {...},39,0,2,0,5,0,3,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.client,EnsemblePlacementPolicy,1,0,0,0,1,0,1,0,1,0
Apache BookKeeper :: Server,org.apache.bookkeeper.client,BKException.BKUnexpectedConditionException,4,0,0,0,2,0,1,0,1,0
Apache BookKeeper :: Server,org.apache.bookkeeper.client,SyncCallbackUtils.SyncCreateAdvCallback,24,0,4,0,7,0,4,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.client,LedgerHandle.new OrderedSafeExecutor.OrderedSafeGenericCallback() {...},84,0,4,0,13,0,5,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.client,LedgerHandle.new PendingReadLacOp.LacCallback() {...},35,0,2,0,6,0,3,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.client,BKException.BKBookieException,4,0,0,0,2,0,1,0,1,0
Apache BookKeeper :: Server,org.apache.bookkeeper.client,WeightedRandomSelection,377,0,26,0,64,0,19,0,6,0
Apache BookKeeper :: Server,org.apache.bookkeeper.client,LedgerMetadata,1042,294,136,18,212,72,100,21,25,19
Apache BookKeeper :: Server,org.apache.bookkeeper.client,CRC32DigestManager.new ThreadLocal() {...},0,10,0,0,0,2,0,2,0,2
Apache BookKeeper :: Server,org.apache.bookkeeper.client,LedgerEntry,42,47,5,1,9,12,8,2,5,2
Apache BookKeeper :: Server,org.apache.bookkeeper.client,RoundRobinDistributionSchedule.AckSetImpl.new Recycler() {...},0,9,0,0,0,2,0,2,0,2
Apache BookKeeper :: Server,org.apache.bookkeeper.client,LedgerHandle.NoopCloseCallback,22,0,2,0,5,0,4,0,3,0
